DOI,PPC_Year,Abstract,agree,clarification,question,recommendation,disagree
10.1073/pnas.1314188110,2013,"According to a recent article in PNAS by Gebbie et al., ionic liquids (ILs) should be considered as dilute electrolyte solutions, consisting of ion pairs of which only a small fraction are dissociated (1). This claim is based upon measurements of weak attractive forces between a mica surface and a gold surface across ILs, attributed to double-layer attraction. From the decay length of the attractive force (1013 nm), an effective free-ion concentration is deduced by fitting to a modified DerjaguinLandauVerweyOverbeek (DLVO) theoretical expression. However, the overwhelming evidence from the thermodynamic and transport properties of similar ILs is that they are not composed of neutral ion pairs with simple dissociation equilibria, and, as such, the DLVO framework is inappropriate. Rather, the liquid should be considered as strongly dissociated with ions interacting to varying extents with several nearby counterions (2, 3). The authors support their assertion of weak dissociation by calculating the binding energy of an ion pair, relative to isolated ions in a dielectric medium. However, they do not contrast this with the energetics of a dense, locally charge-ordered ionic melt that is the likely state of the fluid. In the same limited framework, NaCl would be expected to be an ion-pair fluid.",0.03181884437799454,0.21504762768745422,0.2065606266260147,0.1563856154680252,0.39018726348876953
10.1073/pnas.1306157110,2013,"To quantify the change in snow cover on the Tibet Plateau, we used snow cover fraction (SCF, %) from 0.05 degree MODIS/Terra 8-Day Snow Cover dataset from 2000 to 2011. Our analyses showed that SCF during JanuaryApril decreased from 2000 to 2011 over a majority of pixels (Fig. 1A), which caused the corresponding NDVI to rise (Fig. 1 B and C). This rise in NDVI can be expected because the presence of snow can diminish NDVI (5). More importantly, we found that the extracted SOS from Zhang et al. (1) was not only negatively correlated with NDVI in May (MODIS, R2 = 0.36, P < 0.05; SPOT-VGT, R2 = 0.61, P < 0.01) when the onset of growing season on the Tibetan Plateau mainly occurred (1, 2), but also negatively related to JanuaryApril NDVI (MODIS, R2 = 0.47, P < 0.05; SPOT-VGT, R2 = 0.61, P < 0.01) (Fig. 1D) during the period 20002011. These significant correlations suggested that advances in spring phenology observed by Zhang et al. (1) may be influenced by increasing JanuaryApril NDVI values due to the declining snow cover. Thus, snow cover change in nongrowing season should not be dismissed in detection of long-term trends in spring phenology.",0.24889011681079865,0.33656439185142517,0.17613261938095093,0.1080922931432724,0.13032057881355286
10.1073/pnas.1619514114,2017,"Nitrogen (N) is the building block of life. Quantifying the sources and sinks of N to the ocean is essential for predicting its productivity and potential carbon sequestration. In his paper, Gruber (1) seeks for elusive marine nitrogen fixation following results from Knapp et al. (2), who measured unexpectedly low N input through N2 fixation in the eastern tropical South Pacific (ETSP), seriously bringing into question the proposed close spatial coupling between N input (through N2 fixation) and loss (through denitrification) (3). Here, we compile data from recently published and unpublished studies revealing a hot spot of N2 fixation in the western tropical South Pacific (WTSP) arguing for a spatial decoupling between N sources and sinks in the South Pacific.",0.019989393651485443,0.21142607927322388,0.5379663705825806,0.0901971235871315,0.140421062707901
10.1073/pnas.1610005113,2016,"In a narrow critique of two early papers in the literature on cumulative cultural evolution, Vaesen et al. (1) misunderstand the work they criticize, mischaracterize multiple lines of research, and selectively ignore much evidence. While largely recycling prior criticisms, they provide no new models, evidence, or explanations (2).",0.027854861691594124,0.056253548711538315,0.2981765568256378,0.02144807204604149,0.5962669253349304
10.1073/pnas.0807266106,2008,"Whole-lake experiments by Schindler and others since 1971 have conclusively shown that phosphorus is the major cause of eutrophication in freshwater lakes (1). In response, in the 1970s governments began to reduce phosphorus inputs, and water quality in many lakes improved dramatically. However, eutrophication has increased in many coastal marine ecosystems since the 1970s, including the Chesapeake Bay, Long Island Sound, and the Gulf of Mexico Dead Zone. Why? Nitrogen contributes to eutrophication in these ecosystems, and nitrogen pollution has grown tremendously since the 1970s (2, 3).
Unfortunately, Schindler et al. (1) generalize their lake results to estuarine and coastal ecosystems, suggesting that the controls on eutrophication in lakes and coastal waters are the same. If this is true, reducing nitrogen in coastal systems could cause blooms of nitrogen-fixing cyanobacteria, as occurs in many lakes. Substantial research over 2 decades demonstrates that this premise is wrong, and in most estuaries and coastal waters worldwide with salinities exceeding 68, planktonic, nitrogen-fixing cyanobacteria do not occur because their growth is controlled by factors other than phosphorus supply (24). At least 1 of these other controls (grazing) apparently is relaxed in offshore waters such as the Mid-Pacific Gyre in which Trichodesmium fixes significant quantities of nitrogen. But the nitrogen fixers are missing from most estuaries and coastal seas.",0.0523071363568306,0.13179247081279755,0.2540057301521301,0.05661037564277649,0.505284309387207
10.1073/pnas.1018390108,2011,"Yu et al. (1) reported that the beginning of vegetation growing season (BGS) of the alpine steppe and meadow on the Tibetan Plateau was delayed since the mid-1990s under warming winter and spring (1). They wrote that this delay appeared to be related to later fulfillment of chilling requirements, and they suggested that continued warming may strengthen this effect or even reverse the advancing trend in spring phenology (1).
This idea was proposed earlier for phenology of some species (2) and was tested on the alpine vegetations at the regional level. Using this idea, if winter warming continues and spring warming does not accelerate, the delaying trend should continue. We found, however, that, despite the continued winter warming and the fluctuating spring temperature (Tspring is the mean temperature of April, May, and June) during the period from 1998 to 2009, BGS calculated from Systeme Probatoire d'Observation dela Tarre Normalized Difference Vegetation Index (NDVI) showed no continued delaying trend (Fig. 1).",0.06563166528940201,0.2608218491077423,0.22686216235160828,0.23728209733963013,0.20940221846103668
10.1073/pnas.1018876108,2011,"Squire et al. (1) recently asserted that patients with bilateral hippocampal damage can imagine future experiences. This contradicts a number of previous reports where amnesia and bilateral hippocampal lesions have been found to cause significant impairment in imagining fictitious and future scenarios (24). Based on their findings, Squire et al. (1) concluded that the capacity for imagining the future is independent of the hippocampus. However, there are several aspects of their study that make this conclusion uncertain.",0.024655068293213844,0.07331354916095734,0.12134581059217453,0.0253393966704607,0.7553462386131287
10.1073/pnas.0908069106,2009,"As the carbon footprint elaboration has shown, a clear concept and definitions of terms are required for proper communication (3). While in carbon footprinting weighting between various greenhouse gases according to global warming potentials is needed, we think that a distinction between the various origins of water use is useful, because the resulting environmental impacts vary largely from region to region. For instance, 1 L of water consumed in the Colorado watershed does not compare to 1 L of water from the Mississippi, because water is much more scarce in the Colorado watershed. Therefore, an extension of the work performed by Gerbens-Leenes and colleagues seems necessary to us, to capture environmental relevance. To clarify our view, a water footprint scheme consistent to that of carbon footprinting in terms of the relevant features is presented in Table 1. It deviates, in part, from the water footprint as presented by Gerbens-Leenes et al. and shows that a further discussion of the concept is necessary.",0.023410391062498093,0.7526866793632507,0.0787913128733635,0.037992484867572784,0.1071191355586052
10.1073/pnas.1100091108,2011,"In their recent paper Winter and spring warming result in delayed spring phenology on the Tibetan Plateau, Yu et al. (1) reported an interesting but unexpected result that spring phenology initiated retreating in the mid-1990s, despite continued warming for grasslands (both steppe and meadow) on the Tibetan Plateau, and shortening the length of the growing season of the steppe together with an advancing end. Although we have not observed the same phenomenon in our own many years of field studies on the eastern edge of the Tibetan Plateau, we believed that there were indeed some complicated yet poorly understood dynamics and processes in the phenology on the Tibetan Plateau. However, we believe their causes should include factors such as grassland degradation, thawingfreezing processes, climate warming, and their combined effect rather than a sole factor of climate change, like winter and spring warming.",0.05374960973858833,0.22492806613445282,0.3075082004070282,0.09680121392011642,0.3170129060745239
10.1073/pnas.0813294106,2009,"Beale et al. (1) reported that speciesclimate associations estimated with envelope models were no better than expected by chance for 68% of the European birds studied. Beale et al. estimated speciesclimate associations with 4 variables, including soil water availability and ignored ?11% of the available bird species records for Europe, i.e., all probable and confirmed records with <10 breeding pairs and all possible breeding records.
We agree with Beale et al. (1) that there are algorithmic as well as ecological uncertainties with envelope models (46). However, we found no evidence that speciesclimate associations among European birds and climate are no stronger than expected by chance. Their conclusions are, therefore, overstated.",0.6351033449172974,0.08323772251605988,0.14845697581768036,0.035663340240716934,0.0975385382771492
10.1073/pnas.0912158107,2010,"According to a recent article (1), the structure of water should be regarded as inhomogeneous on the 1-nm-length scale. This claim is made on the basis of small-angle x-ray scattering data and x-ray absorption/emission data. For a single component fluid, the Q = 0 value of the structure factor, S(Q), is given by

where N is the number of molecules in any given volume of the fluid and the angle brackets indicate ensemble averages. Diverging density fluctuations near a critical point cause S(Q) to rise substantially at low Q. Does the small low-Q rise in S(Q) observed in noncritical ambient water justify the claim made in (1) that water is heterogeneous on some length scale? We think not.",0.05172547325491905,0.10501531511545181,0.31202343106269836,0.06396040320396423,0.4672754108905792
10.1073/pnas.1218748110,2013,"Hansen et al. (1) demonstrated that the probability of extremely hot summers has markedly increased because the mean of the distribution of seasonally averaged temperatures has increased. However, the authors also implied that the variance of the distribution has increased, a result that differs from regional studies that show changes in the extremes are consistent with a simple shift in the mean (2, 3). Here we extend the spatially aggregated distribution analysis of Hansen et al. to show that once issues related to normalizations, trends, and reductions in surface-station density are accounted for, there is no indication that variability about the mean has increased, at least using these methods and data.",0.05897131934762001,0.23619140684604645,0.23499196767807007,0.03772972151637077,0.4321155250072479
10.1073/pnas.0900016106,2009,"Anthony et al. (4) recently demonstrate that SIGN-R1, a C-type lectin receptor on mouse splenic macrophages, recognizes and mediates anti-inflammatory effects of sialylated IgG Fc. In addition, the authors report that sialylated IgG Fc proteins also bind to DC-SIGN, the human orthologue of SIGN-R1. However, it is important to note that DC-SIGN and SIGNR1 differ significantly in their cellular and tissue distribution. Because DC-SIGN is expressed specifically on human dendritic cells (DC), we sought to explore whether DC-SIGN and ?2,6-sialylated IgG Fc interaction is indispensable for the anti-inflammatory effect of IVIg in the context of human DC.
Interestingly, we found that both intact IVIg and F(ab?)2 fragments of IVIg that lacks the Fc region, and hence lacking terminal ?2,6-sialic acid linkages, inhibit TLR-mediated activation of DC as assessed by phosphorylation of ERK1/2 (Fig. 1), an intracellular signaling molecule that mediates inflammatory response of DC upon interaction with TLR agonists. The results suggest that DC-SIGN and ?2,6-sialylated IgG Fc interaction is dispensable for the anti-inflammatory activity of IVIg on human DC. In fact, we found that IVIg also targets CD40 on human DC (5). Therefore, caution should be exercised while translating results from murine models to patients.",0.05639592558145523,0.3435108959674835,0.2620372176170349,0.06453313678503036,0.27352288365364075
10.1073/pnas.1310657110,2013,"In a recent article in PNAS, Sondermann et al. propose a mechanism to explain the putative sialic acid-dependent binding of IgG Fc to DC-SIGN, as well as to the IgE receptor, CD23 (2). The core of their hypothesis is that sialylation of IgG Fc leads to a conformational change, which triggers DC-SIGN binding. To directly assess this hypothesis, we have generated ?2,6-sialylated IgG1 Fc (sFc) that we both chemically verified by HPLC analysis (Fig. 1A) and structurally characterized by X-ray crystallographic analysis to a resolution of 2.3 Å (Fig. 1 B and C, and Table 1).
Our crystallographic analysis also shows that Fc sialylation does not perturb the classic proteincarbohydrate interactions observed of asialylated IgG Fc (Fig. 1C). We note that these observations are consistent with solution-state NMR measurements (3). We observe extensive electron density corresponding to 20 monosaccharide residues (Fig. 1C). There are two sialic acid attachment sites per biantennary N-linked glycan on the 3-arm and 6-arm (Fig. 1C). There is observable electron density for sialic acid on the 6-arm and, in contrast with the proposed model by Sondermann et al. (2), this glycan moiety projects in a solvent-exposed manner away from the protein surface. Similarly, the 3-arm is not, as proposed, tightly immobilized to the protein surface but is instead entirely solvent exposed.
We note that the experimental support for the proposed conformational changes includes circular dichroism, which gives exquisitely sensitive readouts to changes in local but not tertiary or quaternary structure. In addition, the melting temperature shift observed by Sondermann et al. (2) is well within the range of other Fc glycoforms, whereas deglycosylation leads to a more significant change in stability (4).",0.18212120234966278,0.35199424624443054,0.10201025009155273,0.048254091292619705,0.3156202435493469
10.1073/pnas.1010507107,2010,"Assigning credibility or expertise is a fraught issue, particularly in a wicked phenomenon like climate changeas Anderegg et al. (1) discussed in a recent issue of PNAS. However, their analysis of expert credibility into two distinct convinced and unconvinced camps and the lack of nuance in defining the terms climate deniers, skeptics, and contrarians both oversimplify and increase polarization within the climate debate.",0.04002455249428749,0.06589379161596298,0.39451685547828674,0.06237991154193878,0.43718498945236206
10.1073/pnas.1509189112,2015,"In their recent article, Jenkins et al. (1) identify priorities for future conservation investment in the continental United States. To find these priority areas, the authors weighted species from six taxa by their range size and level of protection, summing the weighted maps to derive maps of priority scores. Such scoring systems defy contemporary planning approaches, and have repeatedly been shown to identify priorities that are biologically ineffective and economically inefficient (2).",0.10987196862697601,0.14292287826538086,0.18370549380779266,0.12493379414081573,0.43856582045555115
10.1073/pnas.1706111114,2017,"Evaluating the significance of protected areas for biodiversity and ecosystem services is important for nature conservation. In a recent issue of PNAS, Xu et al. (1) present valuable information on provision of biodiversity and ecosystem services by Chinas nature reserves. They conclude that reserves serve bird populations moderately well. However, the importance of coastal wetlands for migratory birds and the shortage of protected coastal sites are underplayed.",0.15016812086105347,0.27730900049209595,0.29471081495285034,0.0940808579325676,0.18373127281665802
10.1073/pnas.1523888113,2016,"In their PNAS article, Joel et al. (1) demonstrate extensive overlap between the distributions of females and males for many brain characteristics, measured across multiple neuroimaging modalities and datasets. They pose two requirements for categorizing brains into distinct male/female classes: (i) gender differences should appear as dimorphic form differences between male and female brains, and (ii) there should be internal consistency in the degree of malenessfemaleness of different elements within a single brain. Based on these criteria, the authors convincingly establish that there is little evidence for this strict sexually dimorphic view of human brains, counter to the popular lay conception of a male and female brain. This finding has broad implications not only for the ontology of gender, but also for the statistical treatment of sex in morphometric analyses.
Despite the absence of dimorphic differences and lack of internal consistency observed by Joel et al. (1), multivariate analyses of whole-brain patterns in brain morphometry can reliably discriminate sex. These two results are not mutually inconsistent. We wholly agree that a strict dichotomy between male/female brains does not exist, but this does not diminish or negate the importance of considering statistical differences between the sexes (e.g., including sex as a covariate in morphometric analyses).",0.492506206035614,0.20451858639717102,0.10895440727472305,0.052223846316337585,0.14179696142673492
10.1073/pnas.2008760117,2020,"An insightful paper by Dowd et al. (1) highlights the importance of demography for analyzing coronavirus disease 2019 (COVID-19)related mortality. The authors underscore the role of population age structure and intergenerational contacts for understanding differences in cross-country fatality and estimate the potential impact of the pandemic on different populations, acknowledging the need for additional information on the prevalence of comorbidities. We aim to interpret the proposed scenarios considering the widely different prevalence of chronic conditions by age in three of the countries discussed in the original paper. We argue that the burden of chronic diseases has the potential to offset the possible benefits of younger populations with different epidemiological characteristics.",0.2502115070819855,0.22881917655467987,0.2882607877254486,0.14596843719482422,0.08674006164073944
10.1073/pnas.1221121110,2013,"By using coalescence analyses of published genomic data (447 genes, 36 mammals), Song et al. (1) concluded that a recent mammalian phylogeny published in Science (2) is inadequate because of insufficient data (26 genes, 35,603 bp, 164 mammals), and that incongruence introduced by concatenation methods is a major cause of long-standing uncertainty in the phylogeny of eutherian mammals. We instead argue that Song et al.s approach is flawed.",0.04692855104804039,0.12494376301765442,0.23789457976818085,0.054263755679130554,0.5359694361686707
10.1073/pnas.2017124117,2020,"Schwalm et al. (1) argue that both historical and near-term (through 2050) cumulative emissions are more in line with Representative Concentration Pathway 8.5 (RCP8.5) than other RCPs (2), and take issue with our suggestion (3) that the treatment of the scenario as business as usual is misleading.
The match to near-term cumulative emissions that Schwalm et al. find is due to compensating errors of too-high fossil CO2 emissions and too-low land use emissions. The extended IEA WEO scenarios (4) they develop include future land-use emissions assumptions at odds with emissions in both the RCPs and the new SSPs. The SSPswhich are being used by researchers going forwardshow that the SSP4-6.0 and SSP2-4.5 scenarios agree much better with near-term cumulative emissions than the SSP5-8.5 scenario when using the Schwalm et al. approach.",0.058668192476034164,0.23436011373996735,0.2759946584701538,0.051873911172151566,0.37910303473472595
10.1073/pnas.1203809109,2012,"Hoekstra and Mekonnen (1) identified the need to address inefficient water use. However, investments to improve water use efficiency will be most beneficial if priority is given to implementation in water-stressed regions.
Hoekstra and Mekonnen (1) highlighted bovine meat consumption as one of the factors explaining variation in the water footprints of nations. Elsewhere Mekonnen and Hoekstra (ref. 2, p. 413) used the same kind of virtual water assessment to argue that the water footprint of any animal product is larger than the water footprint of crop products with equivalent nutritional value. However, by our reasoning, livestock raised on nonarable land and without irrigation have a negligible impact on water resources (except perhaps through erosion and sedimentation if overgrazing is permitted), despite making a substantial contribution to global food production. ",0.1349530965089798,0.2471027821302414,0.33451080322265625,0.10399303585290909,0.17944033443927765
10.1073/pnas.1113299108,2011,"Shale gas extraction involves the drilling of organic-rich, low-permeability shale and then stimulation of hydraulic fractures that allows gas to be produced. Methane in aquifers located above the shale strata, for instance, in Pennsylvania, United States, has been attributed by some to be the result of contamination caused by the hydraulic fracturing process. The work by Osborn et al. (1) described geochemical data from 68 drinking water wells in northeastern Pennsylvania and upstate New York and evaluated whether the aquifers that the water wells penetrated were contaminated with thermogenic methane sourced from the underlying Marcellus and Utica shale formations. The work by Osborn et al. (1) concluded that contamination had occurred and that the contamination accompanied gas well drilling and hydraulic fracturing. The inference from the text and title of the paper is clearhydraulic fracturing had a role. However, the evidential basis for implicating this specific process is not sound and needs to be closely scrutinized.",0.05075502023100853,0.29779544472694397,0.37015846371650696,0.06307380646467209,0.21821720898151398
10.1073/pnas.1301663110,2013,"In the paper by Allouche et al. (1), the authors suggested that species richness decreases at high levels of habitat diversity because the area available per habitat decreases [areaheterogeneity tradeoff hypothesis (AHTO)]. They showed a hump-shaped relationship between Catalonian bird richness and altitudinal range in grid cells, the authors surrogate for environmental heterogeneity. However, birds select habitats mainly based on vegetation structure and floristic composition (2). Catalonian high altitudes are dominated by uniform coniferous forests or simple habitats with low vegetation cover (outcrops, grasslands, and scrublands) that are known to be poor in bird richness. Furthermore, high-altitude grid cells have the largest altitudinal ranges but much fewer habitats than lower altitudes (using 48 habitat categories obtained from Inventario Nacional Forestal III, 20072008, Spanish Ministerio de Medio Ambiente).",0.0964868888258934,0.16179020702838898,0.30905282497406006,0.12323874235153198,0.3094313144683838
10.1073/pnas.0812352106,2009,"I read the article by Saur et al. (1) with interest. The authors state that they succeeded in in vivo depiction of the dual-stream model for language processing, which has been recently suggested by Hickok et al. (2, 3). These fibers are known to course through the extreme capsule (EmC), which is a fiber bundle that is located lateral to the external capsule (EC), divided by a thin layer of gray matter known as the claustrum. The authors of this article have combined functional MRI and probabilistic tractography to show that higher-level language comprehension is mediated by a ventral pathway, running in an anteroposterior direction within the EmC. The data seemed convincing until I tried to reproduce their results using my own dataset obtained by using a similar spatial resolution (2 × 2 × 2 mm) (4). By carefully looking into the color-coded vector map (Fig. 1), I immediately noticed that the fiber direction of the EmC is not anteroposterior but rather transverse or superoinferior in the transaxial plane (indicated by the deep purple color). On the other hand, the EC had fibers running in an anteroposterior direction (shown in green). It thus seems that their probabilistic tractography has erroneously picked the EC (rather than the EmC) to elucidate an imaginary fiber tract connecting the temporal lobe and the ventrolateral prefrontal cortex. As a clinician, I have been using this tool (tractography) with the greatest caution, because all that we see on these intriguing images may not precisely reflect the reality (5). I think that the results of Saur et al. (1) represent another example of such false positive/negative results.",0.06268683075904846,0.1436930000782013,0.1733207255601883,0.028996353968977928,0.5913030505180359
10.1073/pnas.1106759108,2011,"Using a number of Middle and Late Pleistocene sites with good evidence for fire, Roebroeks and Villa (1) argued that the habitual use of fire did not become part of hominin technological repertoires until the latter half of the Middle Pleistocene. We are pleased to see other researchers taking a more critical view of the nature and quality of the available evidence for early fire use and questioning what seems to be a long-held assumption that the earliest evidence for fire use marks the point at which it becomes inextricably part of hominin adaptations (2, 3). We agree that the evidence indicates that fire was not a requisite technology that allowed Early Pleistocene hominins to expand into more northerly latitudes. However, we argue that the available evidence better supports a significantly later appearance for the habitual use of fire (sometime near the end of the Late Pleistocene) and that before this fire, use was always sporadic and opportunistic. Roebroeks and Villa (1) supported their argument by showing, in figure 1 and table 1 in ref. 1, significant increases in the numbers of sites with good evidence for fire in the more recent Marine Isotope Stages (MIS), and they adjusted these data to show numbers of sites with good evidence for fire per 10,000-y increment within each MIS. A potential problem with these data is that they may simply be reflecting the overall frequency of sites per time period. We can expect that, because of ongoing taphonomic processes, there will necessarily be fewer sites the farther back in time we look. It would be more meaningful if we look at the number of site occupations with good evidence for fire relative to the total number of site occupations known for that specific time period. This finding would provide a much better indication of any changes in the frequency of fire use during the Pleistocene and perhaps indicate when fire use stopped being sporadic and became habitual. Our own work (4, 5), which includes a strong control on taphonomic factors in the visibility of fire use, clearly indicates that, as late as mid-MIS 3, Neandertals were rarely using fire during main occupations of (at least some) cave sites in Southwestern France. Specifically, at Pech de l'Azé IV and Roc de Marsal (Dordogne, France), well-preserved hearths are evident in levels associated with warm climatic conditions, but in levels associated with cold environments (MIS 4 and 3), evidence for fire is almost nonexistent, although concentrations of lithics and butchered faunal remains are high. The fact that this finding reflects a lack of fire use is best supported by frequencies of burned flints throughout the site sequences, although these data are directly paralleled by frequencies of more ephemeral fire residues (burned bone, charcoal, and ash). We would argue that, if Neandertals had the ability to make fire at will, then evidence for it should occur with much greater frequency in Middle Paleolithic sites and occupations and especially, those sites associated with such cold stages.",0.1827564835548401,0.20022770762443542,0.2675715684890747,0.07893161475658417,0.2705126404762268
10.1073/pnas.1703471114,2017,"In a recent study, Goldsmith et al. reconstructed the Holocene lake-level history of Lake Dali in Inner Mongolia from fossil beach ridges and assume it reflected East Asian summer monsoon (EASM) rainfall (1). In addition, they note a good correlation between the lake fluctuations and Chinese speleothem ?18O records, and therefore conclude that Chinese ?18O records could be used to represent the monsoonal rainfall of northern China. However, to draw these conclusions, it is necessary to consider factors such as lake hydrology, water source, and the evidence of other extant EASM rainfall records in northern China.",0.15414868295192719,0.3371405005455017,0.33625343441963196,0.1039808914065361,0.06847655028104782
10.1073/pnas.1304867110,2013,"Further work is required to more fully test the hypotheses and interpretations of Petoukhov et al. (3), which the authors of that study acknowledge. However, ref. 4, this letter, and figure 3 in ref. 3 provide early indications that long-term change in planetary wave amplitudes, if present, are not statistically significant and emphasize the need for caution when linking the increased occurrence of weather extremes to amplified planetary waves.",0.13006432354450226,0.31296783685684204,0.2349759191274643,0.08763972669839859,0.23435214161872864
